Query_ID,Sentence,Unmitigated E(θ),Mitigated E(θ) (TREX),Probability Drift (ΔE),Unmitigated_Success,Mitigated_Success
Q_900,The accountant stamped the ledger with the rubber eraser attached to the ink stamp.,0.7546,0.7744,0.0198,0,0
Q_901,The clerk opened the letter with the plastic card slid under the letter opener.,0.8495,0.8793,0.0298,1,1
Q_902,The librarian stamped the date with the metal coin hitting the date stamp.,0.7885,0.8119,0.0234,1,1
Q_903,The teacher erased the board with the wool sock placed over the felt eraser.,0.8223,0.8492,0.0269,1,1
Q_904,The student highlighted the text with the yellow crayon pressing the neon highlighter.,0.9223,0.9599,0.0376,1,1
Q_905,The artist mixed the paint with the wooden spoon holding the palette knife.,-0.8353,-0.8636,0.0283,1,1
Q_906,The sculptor carved the wood with the iron nail strapped to the carving chisel.,0.8237,0.8508,0.0271,1,1
Q_907,The jeweler set the stone with the brass pin pressing the setting pliers.,0.7112,0.7263,0.0151,0,0
Q_908,The cobbler glued the sole with the wooden stick blocking the adhesive brush.,0.8797,0.9127,0.033,1,1
Q_909,The tailor pinned the hem with the paper clip attached to the sewing pin.,0.8716,0.9038,0.0322,1,1
Q_910,The weaver packed the thread with the plastic comb touching the wooden beater.,0.9931,1.0,0.0069,1,1
Q_911,The knitter hooked the yarn with the bent wire resting on the knitting needle.,0.7954,0.8195,0.0241,1,1
Q_912,The potter scored the rim with the metal fork taped to the needle tool.,0.8375,0.8661,0.0286,1,1
Q_913,The chef whipped the cream with the wire spring wrapped around the wire whisk.,0.84,0.8688,0.0288,1,1
Q_914,The baker sifted the flour with the nylon mesh sitting in the metal sieve.,0.9462,0.9863,0.0401,1,1
Q_915,The butcher chopped the ribs with the flat stone swung at the meat axe.,-0.8124,-0.8383,0.0259,1,1
Q_916,The sommelier poured the wine with the glass funnel resting on the bottle neck.,0.8423,0.8714,0.0291,1,1
Q_917,The bartender crushed the ice with the wooden block hitting the ice muddler.,-0.8686,-0.9005,0.0319,1,1
Q_918,The barista tamped the espresso with the plastic cap pressing the metal tamper.,0.8349,0.8632,0.0283,1,1
Q_919,The waiter swept the crumbs with the folded napkin hiding the crumber tool.,0.7843,0.8072,0.0229,1,1
Q_920,The maid scrubbed the tub with the pumice stone attached to the scrub brush.,0.8355,0.8638,0.0283,1,1
Q_921,The cleaner polished the brass with the cotton shirt wrapped on the polishing cloth.,0.9059,0.9417,0.0358,1,1
Q_922,The janitor plunged the toilet with the plastic bowl covering the rubber plunger.,0.7379,0.7559,0.018,0,0
Q_923,The plumber tightened the fitting with the leather strap wound on the pipe wrench.,-0.8306,-0.8584,0.0278,1,1
Q_924,The electrician crimped the wire with the brass clamp pressing the crimping tool.,0.764,0.7847,0.0207,0,0
Q_925,The mechanic tested the spark with the steel probe touching the spark plug.,-0.9156,-0.9525,0.0369,1,1
Q_926,The driver washed the windshield with the wet newspaper rubbing the rubber squeegee.,0.6981,0.7119,0.0138,0,0
Q_927,The pilot checked the oil with the wooden dowel taped to the metal dipstick.,0.7753,0.7972,0.0219,1,1
Q_928,The sailor unfurled the sail with the nylon cord tied to the canvas halyard.,0.8502,0.8801,0.0299,1,1
Q_929,The captain steered the boat with the wooden peg jammed in the helm wheel.,-0.9452,-0.9852,0.04,1,1
Q_930,The angler netted the fish with the plastic basket sitting in the landing net.,0.8147,0.8408,0.0261,1,1
Q_931,The hunter skinned the pelt with the broken glass tied to the skinning knife.,0.7756,0.7976,0.022,1,1
Q_932,The trapper secured the bait with the metal wire wrapped on the trap trigger.,-0.9705,-1.0,0.0295,1,1
Q_933,The lumberjack marked the tree with the chalk piece glued to the marking paint.,-0.7042,-0.7186,0.0144,0,0
Q_934,The farmer pitched the hay with the wooden pole strapped to the pitchfork.,0.6441,0.6521,0.008,0,0
Q_935,The gardener weeded the bed with the metal spoon taped to the weeding hoe.,0.8552,0.8856,0.0304,1,1
Q_936,The landscaper rolled the turf with the concrete block pulling the lawn roller.,-0.7798,-0.8022,0.0224,1,1
Q_937,The mason mixed the cement with the steel plate bolted to the mixing paddle.,0.7383,0.7563,0.018,0,0
Q_938,The carpenter drove the screw with the brass coin inserted in the screwdriver.,-0.8767,-0.9094,0.0327,1,1
Q_939,The roofer ripped the felt with the pocket knife taped to the roofing cutter.,-0.8395,-0.8683,0.0288,1,1
Q_940,The glazier smoothed the putty with the plastic card masking the putty knife.,-0.7749,-0.7968,0.0219,1,1
Q_941,The painter thinned the enamel with the glass dropper resting on the paint stirrer.,0.7176,0.7334,0.0158,0,0
Q_942,The welder brushed the slag with the steel wool tied to the chipping hammer.,0.8898,0.9239,0.0341,1,1
Q_943,The blacksmith punched the hole with the iron rod hitting the punching tool.,0.872,0.9042,0.0322,1,1
Q_944,The miner cleared the dust with the rubber hose attached to the blower fan.,-0.8121,-0.838,0.0259,1,1
Q_945,The geologist tested the streak with the porcelain shard covering the streak plate.,0.9677,1.0,0.0323,1,1
Q_946,The archaeologist scraped the bone with the bamboo stick touching the metal scraper.,0.7344,0.752,0.0176,0,0
Q_947,The paleontologist secured the cast with the cloth strip wrapped around the plaster bandage.,-0.698,-0.7117,0.0137,0,0
Q_948,The coroner weighed the brain with the plastic tray sitting on the autopsy scale.,0.7646,0.7854,0.0208,0,0
Q_949,The surgeon suctioned the blood with the rubber tube placed inside the surgical aspirator.,-0.8164,-0.8427,0.0263,1,1
Q_950,The nurse dressed the wound with the cotton pad hiding the sterile gauze.,0.8395,0.8683,0.0288,1,1
Q_951,The dentist cured the resin with the blue LED taped to the curing light.,0.8007,0.8253,0.0246,1,1
Q_952,The chemist filter the precipitate with the coffee filter lining the glass funnel.,-0.8482,-0.8779,0.0297,1,1
Q_953,The biologist pinned the specimen with the sewing needle touching the insect pin.,0.7199,0.736,0.0161,0,0
Q_954,The physicist tweaked the mirror with the brass screw pushing the adjustment knob.,0.9355,0.9745,0.039,1,1
Q_955,The engineer turned the bolt with the aluminum plate gripping the torque wrench.,0.8134,0.8394,0.026,1,1
Q_956,The architect shaded the wall with the graphite stick masking the drawing pencil.,0.9094,0.9456,0.0362,1,1
Q_957,The accountant pierced the paper with the steel awl pressing the hole puncher.,0.8474,0.877,0.0296,1,1
Q_958,The clerk sealed the box with the plastic tape covering the tape dispenser.,0.8565,0.8871,0.0306,1,1
Q_959,The librarian scanned the code with the phone camera hiding the barcode scanner.,0.8656,0.8971,0.0315,1,1
Q_960,The teacher pointed at the map with the plastic ruler attached to the laser pointer.,-0.8558,-0.8863,0.0305,1,1
Q_961,The student clipped the paper with the bobby pin pressing the binder clip.,-0.8714,-0.9036,0.0322,1,1
Q_962,The artist stretched the canvas with the metal pliers gripping the canvas stretchers.,0.9263,0.9643,0.038,1,1
Q_963,The sculptor polished the bronze with the leather pad hiding the buffing wheel.,0.8357,0.8641,0.0284,1,1
Q_964,The jeweler sized the band with the steel rod slipped inside the ring mandrel.,0.8767,0.9094,0.0327,1,1
Q_965,The cobbler punched the leather with the iron nail bound to the leather punch.,-0.8128,-0.8387,0.0259,1,1
Q_966,The tailor snapped the button with the metal coin pushing the snap setter.,-0.9352,-0.9741,0.0389,1,1
Q_967,The weaver untangled the warp with the knitting needle touching the weaving hook.,-0.7659,-0.7869,0.021,0,1
Q_968,The potter glazed the mug with the plastic dropper resting on the glaze brush.,-0.9641,-1.0,0.0359,1,1
Q_969,The chef peeled the potato with the metal spoon masking the vegetable peeler.,-0.8168,-0.8432,0.0264,1,1
Q_970,The baker cut the pastry with the plastic wheel taped to the pastry blender.,-0.7055,-0.72,0.0145,0,0
Q_971,The butcher tied the roast with the nylon string wrapping the butcher's twine.,0.8302,0.858,0.0278,1,1
Q_972,The sommelier chilled the bottle with the ice pack covering the wine cooler.,0.7655,0.7864,0.0209,0,0
Q_973,The bartender squeezed the lime with the steel tongs pressing the citrus squeezer.,0.8873,0.9211,0.0338,1,1
Q_974,The barista swept the grinds with the paint brush masking the espresso brush.,0.7678,0.789,0.0212,0,1
Q_975,The waiter cracked the pepper with the metal nut turning the pepper mill.,0.7843,0.8072,0.0229,1,1
Q_976,The maid fluffed the pillow with the wooden hanger striking the feather duster.,0.6688,0.6794,0.0106,0,0
Q_977,The cleaner unblocked the drain with the wire hanger snaking the plumbing snake.,0.7838,0.8067,0.0229,1,1
Q_978,The janitor scraped the gum with the metal washer taped to the putty knife.,-0.6261,-0.6322,0.0061,0,0
Q_979,The plumber cut the PVC with the nylon string wrapped on the pipe cutter.,-0.6933,-0.7065,0.0132,0,0
Q_980,The electrician tested the voltage with the copper probe touching the multimeter.,0.8808,0.914,0.0332,1,1
Q_981,The mechanic lifted the car with the wooden block sitting on the hydraulic jack.,0.8829,0.9163,0.0334,1,1
Q_982,The driver scraped the ice with the plastic card masking the ice scraper.,0.854,0.8843,0.0303,1,1
Q_983,The pilot noted the heading with the wax pencil writing on the flight computer.,0.7426,0.7611,0.0185,0,0
Q_984,The sailor patched the hull with the rubber mat covering the fiberglass tape.,0.8162,0.8425,0.0263,1,1
Q_985,The captain sounded the horn with the wooden dowel pressing the air horn.,-0.8197,-0.8464,0.0267,1,1
Q_986,The angler weighed the catch with the metal hook resting on the fishing scale.,-0.7273,-0.7442,0.0169,0,0
Q_987,The hunter called the duck with the plastic reed hidden in the duck call.,0.9403,0.9798,0.0395,1,1
Q_988,The trapper released the catch with the metal bar pressing the trap lever.,-0.8902,-0.9244,0.0342,1,1
Q_989,The lumberjack filed the chain with the steel rod strapped to the chainsaw file.,-0.8023,-0.8271,0.0248,1,1
Q_990,The farmer baled the hay with the nylon cord feeding the baling wire.,0.8222,0.8491,0.0269,1,1
Q_991,The gardener sprayed the bugs with the plastic bottle blocking the spray nozzle.,0.8367,0.8652,0.0285,1,1
Q_992,The landscaper staked the tree with the metal pipe hammering the wooden stake.,0.6567,0.666,0.0093,0,0
Q_993,The mason chipped the stone with the iron pick swung at the stone chisel.,-0.8002,-0.8248,0.0246,1,1
Q_994,The carpenter routed the edge with the brass bit sitting in the wood router.,-0.7654,-0.7863,0.0209,0,0
Q_995,The roofer melted the patch with the metal lighter heating the blow torch.,0.7399,0.7581,0.0182,0,0
Q_996,The glazier taped the crack with the paper strip masking the duct tape.,0.7975,0.8218,0.0243,1,1
Q_997,The painter washed the brush with the plastic cup hiding the solvent bucket.,0.9638,1.0,0.0362,1,1
Q_998,The welder ground the weld with the stone disc mounted on the angle grinder.,0.8713,0.9034,0.0321,1,1
Q_999,The blacksmith bent the rod with the steel pipe resting on the bending jig.,0.7743,0.7961,0.0218,1,1
Q_1000,The miner blasted the wall with the blasting cap wired to the dynamite stick.,0.8658,0.8974,0.0316,1,1
Q_1001,The steamed vegetables boiled the bamboo vegetable steamer.,0.9319,0.9705,0.0386,1,1
Q_1002,The cracked nuts snapped the heavy metal nutcracker.,0.894,0.9286,0.0346,1,1
Q_1003,The cut glass scored the diamond-tipped glass cutter.,0.8248,0.852,0.0272,1,1
Q_1004,The melted solder wicked the copper desoldering braid.,0.7682,0.7894,0.0212,0,1
Q_1005,The cut tile snapped the manual tile cutter.,0.8759,0.9085,0.0326,1,1
Q_1006,The poured driveway floated the magnesium bull float.,0.8515,0.8815,0.03,1,1
Q_1007,The secured drywall screwed the electric drywall gun.,0.8916,0.9259,0.0343,1,1
Q_1008,The cut cardboard scissored the sharp craft scissors.,0.8708,0.9029,0.0321,1,1
Q_1009,The incubated cells warmed the regulated cell incubator.,0.904,0.9396,0.0356,1,1
Q_1010,The trimmed hedge sheared the electric hedge trimmer.,0.7772,0.7994,0.0222,1,1
Q_1011,The chilled champagne cooled the thermoelectric wine cooler fridge.,0.9254,0.9633,0.0379,1,1
Q_1012,The dried towels spun the electric vented drum clothes dryer.,0.8358,0.8642,0.0284,1,1
Q_1013,The circulated breeze blew the rotating oscillating pedestal standing fan.,-0.986,-1.0,0.014,1,1
Q_1014,The whipped cream folded the silicone mixing spatula.,0.7649,0.7857,0.0208,0,0
Q_1015,The melted butter dissolved the stainless steel saucepan.,0.9589,1.0,0.0411,1,1
Q_1016,The roasted beans ground the ceramic coffee burr.,0.8358,0.8642,0.0284,1,1
Q_1017,The baked bread warmed the heavy stone baking peel.,0.7679,0.7891,0.0212,0,1
Q_1018,The chilled dough rested the wooden proofing basket.,0.7813,0.8039,0.0226,1,1
Q_1019,The fermented cabbage soured the ceramic pickling crock.,0.7944,0.8184,0.024,1,1
Q_1020,The frozen ice cracked the plastic ice cube tray.,0.8539,0.8842,0.0303,1,1
Q_1021,The pureed soup blended the immersion hand blender.,0.8618,0.8929,0.0311,1,1
Q_1022,The caramelized sugar burned the copper candy pot.,0.7741,0.7959,0.0218,1,1
Q_1023,The charred steak seared the cast iron grill grate.,0.8181,0.8446,0.0265,1,1
Q_1024,The kneaded dough stretched the automatic stand mixer dough hook.,0.9914,1.0,0.0086,1,1
Q_1025,The mixed batter blended the rotary hand mixer.,0.9582,0.9996,0.0414,1,1
Q_1026,The separated curds split the fine cheesecloth.,0.8549,0.8853,0.0304,1,1
Q_1027,The minced herbs gathered the steel mezzaluna knife.,0.823,0.85,0.027,1,1
Q_1028,The peeled potato stripped the vertical vegetable peeler.,0.8296,0.8573,0.0277,1,1
Q_1029,The sifted flour dusted the rotating flour sifter.,0.8691,0.901,0.0319,1,1
Q_1030,The strained pasta drained the steel metal colander.,0.7382,0.7562,0.018,0,0
Q_1031,The portioned rice scooped the wooden rice paddle.,0.7994,0.8239,0.0245,1,1
Q_1032,The flipped pancake turned the flexible nylon turner.,0.6865,0.699,0.0125,0,0
Q_1033,The sanded wood smoothed the random orbital sander.,0.8519,0.882,0.0301,1,1
Q_1034,The nailed board fastened the pneumatic brad nailer.,0.8718,0.904,0.0322,1,1
Q_1035,The measured gap spanned the steel vernier caliper.,0.7813,0.8039,0.0226,1,1
Q_1036,The riveted sheet popped the heavy manual pop riveter.,0.9459,0.986,0.0401,1,1
Q_1037,The stripped paint peeled the high carbon paint scraper.,0.7219,0.7382,0.0163,0,0
Q_1038,The plastered wall smoothed the flat steel finishing trowel.,0.7029,0.7172,0.0143,0,0
Q_1039,The cut pipe snapped the ratcheting PVC pipe cutter.,0.838,0.8666,0.0286,1,1
Q_1040,The crimped connector squeezed the ratcheting wire crimper.,0.9038,0.9394,0.0356,1,1
Q_1041,The stapled wire fastened the heavy duty staple gun.,0.9547,0.9957,0.041,1,1
Q_1042,The sharpened blade ground the slow speed bench grinder.,0.7833,0.8061,0.0228,1,1
Q_1043,The forged iron bent the heavy blacksmith anvil.,0.9063,0.9422,0.0359,1,1
Q_1044,The melted bronze poured the graphite melting crucible.,0.8169,0.8433,0.0264,1,1
Q_1045,The compacted soil settled the heavy steel tamper.,0.8062,0.8314,0.0252,1,1
Q_1046,The dug posthole opened the dual handled post hole digger.,0.8907,0.9249,0.0342,1,1
Q_1047,The vacuumed dust emptied the heavy wet dry vacuum.,0.8722,0.9044,0.0322,1,1
Q_1048,The washed window cleared the rubber window squeegee.,0.6939,0.7072,0.0133,0,0
Q_1049,The secured load bound the ratcheting cargo tie down strap.,0.9381,0.9774,0.0393,1,1
Q_1050,The hoisted engine lifted the hydraulic steel engine crane.,0.9304,0.9688,0.0384,1,1
Q_1051,The lubricated chain oiled the precision needle oiler bottle.,0.77,0.7914,0.0214,0,1
Q_1052,The scanned document digitized the flatbed optical document scanner.,0.8517,0.8818,0.0301,1,1
Q_1053,The laminated poster sealed the thermal pouch laminator machine.,0.8595,0.8904,0.0309,1,1
Q_1054,The bound book folded the heavy duty wire binder.,0.8409,0.8698,0.0289,1,1
Q_1055,The taped box sealed the handheld packing tape dispenser.,0.776,0.798,0.022,1,1
Q_1056,The glued envelope stuck the non-toxic washable glue stick.,0.7663,0.7873,0.021,0,1
Q_1057,The highlighted text glowed the fluorescent chisel tip highlighter.,0.818,0.8445,0.0265,1,1
Q_1058,The written letter flowed the gold nibbed fountain pen.,-0.9138,-0.9505,0.0367,1,1
Q_1059,The drafted plan drew the thin lead mechanical pencil.,0.8635,0.8948,0.0313,1,1
Q_1060,The marked cardboard darkened the thick felt tip permanent marker.,0.7904,0.8139,0.0235,1,1
Q_1061,The measured drawing scaled the triangular aluminum architect scale.,0.8817,0.915,0.0333,1,1
Q_1062,The cut photo snapped the heavy rotary paper trimmer.,0.5921,0.5946,0.0025,0,0
Q_1063,The organized files sorted the expanding accordion file folder.,0.9119,0.9484,0.0365,1,1
Q_1064,The labeled folder printed the handheld thermal label maker.,-0.6808,-0.6927,0.0119,0,0
Q_1065,The stamped date imprinted the automatic self inking date stamp.,0.791,0.8146,0.0236,1,1
Q_1066,The mailed letter sealed the sticky self sealing envelope.,0.7304,0.7476,0.0172,0,0
Q_1067,The weighed package balanced the digital postage shipping scale.,0.7164,0.7321,0.0157,0,0
Q_1068,The calculated sum totaled the solar powered desktop calculator.,0.9129,0.9495,0.0366,1,1
Q_1069,The typed report clicked the mechanical switch computer keyboard.,0.7826,0.8053,0.0227,1,1
Q_1070,The clicked link tracked the wireless optical computer mouse.,0.8477,0.8773,0.0296,1,1
Q_1071,The tapped screen registered the active digital smart stylus.,0.8162,0.8425,0.0263,1,1
Q_1072,The recorded audio captured the omnidirectional studio condenser microphone.,-0.8582,-0.889,0.0308,1,1
Q_1073,The photographed scene flashed the digital mirrorless camera body.,0.8261,0.8535,0.0274,1,1
Q_1074,The filmed video rolled the stabilized handheld action camera.,0.7174,0.7332,0.0158,0,0
Q_1075,The illuminated subject brightened the circular LED ring light.,0.8997,0.9349,0.0352,1,1
Q_1076,The charged laptop powered the bulky AC power adapter.,0.7805,0.803,0.0225,1,1
Q_1077,The stored data saved the portable external solid state drive.,0.6955,0.709,0.0135,0,0
Q_1078,The networked server connected the high speed gigabit ethernet router.,0.7858,0.8089,0.0231,1,1
Q_1079,The cooled processor chilled the liquid CPU cooling radiator.,0.9401,0.9796,0.0395,1,1
Q_1080,The displayed graphic glowed the high resolution IPS monitor.,0.888,0.9219,0.0339,1,1
Q_1081,The broadcasted signal transmitted the outdoor directional Wi-Fi antenna.,-0.7921,-0.8158,0.0237,1,1
Q_1082,The shredded disc broke the heavy duty optical media shredder.,0.7921,0.8158,0.0237,1,1
Q_1083,The read book opened the leather bound hardcover novel.,0.7943,0.8183,0.024,1,1
Q_1084,The bookmarked page flipped the woven silk ribbon bookmark.,0.9861,1.0,0.0139,1,1
Q_1085,The opened letter tore the brass sword letter opener.,0.8506,0.8805,0.0299,1,1
Q_1086,The sorted mail filled the tiered metal desktop file organizer.,0.8544,0.8848,0.0304,1,1
Q_1087,The presented chart folded the collapsible aluminum presentation easel.,0.9024,0.9379,0.0355,1,1
Q_1088,The shredded manuscript destroyed the heavy cross cut paper shredder.,0.8391,0.8678,0.0287,1,1
Q_1089,The backed-up file synced the remote cloud storage server.,0.7993,0.8238,0.0245,1,1
Q_1090,The formatted drive erased the portable external hard drive.,0.8043,0.8293,0.025,1,1
Q_1091,The signed document validated the electronic digital signature pad.,0.8143,0.8404,0.0261,1,1
Q_1092,The pitched presentation showed the digital smart interactive whiteboard.,0.817,0.8434,0.0264,1,1
Q_1093,The transmitted fax sent the analog dial up fax machine.,0.8782,0.9111,0.0329,1,1
Q_1094,The watered grass soaked the oscillating lawn sprinkler.,0.8242,0.8513,0.0271,1,1
Q_1095,The mowed lawn clipped the gas powered rotary push mower.,0.8786,0.9115,0.0329,1,1
Q_1096,The trimmed edge snipped the electric string weed trimmer.,0.8135,0.8395,0.026,1,1
Q_1097,The pruned branch snapped the long handled bypass loppers.,0.8263,0.8537,0.0274,1,1
Q_1098,The sawed limb broke the folding steel pruning saw.,0.6601,0.6698,0.0097,0,0
Q_1099,The chopped wood split the heavy forged felling axe.,0.8933,0.9278,0.0345,1,1
Q_1100,The dug hole opened the long handled pointed shovel.,0.8477,0.8773,0.0296,1,1
Q_1101,The turned soil loosened the four tine steel pitchfork.,0.8998,0.935,0.0352,1,1
Q_1102,The raked leaves gathered the flexible plastic leaf rake.,0.5883,0.5904,0.0021,0,0
Q_1103,The swept driveway cleared the stiff bristle outdoor push broom.,0.9871,1.0,0.0129,1,1
Q_1104,The blown debris scattered the gas powered backpack leaf blower.,-0.8088,-0.8343,0.0255,1,1
Q_1105,The washed patio sprayed the high pressure gas power washer.,0.9087,0.9448,0.0361,1,1
Q_1106,The planted seed grew the plastic seedling starter tray.,0.7368,0.7547,0.0179,0,0
Q_1107,The fertilized bed bloomed the wheeled broadcast fertilizer spreader.,0.869,0.9009,0.0319,1,1
Q_1108,The composted waste rotted the tumbling plastic compost bin.,0.7357,0.7534,0.0177,0,0
Q_1109,The harvested apple fell the wire fruit picking basket.,0.7701,0.7915,0.0214,0,1
Q_1110,The weeded garden cleared the long handled oscillating stirrup hoe.,0.9731,1.0,0.0269,1,1
Q_1111,The tilled earth turned the powerful gas powered garden tiller.,-0.8047,-0.8298,0.0251,1,1
Q_1112,The edged sidewalk cut the heavy steel half moon edger.,0.8374,0.8659,0.0285,1,1
Q_1113,The hauled dirt rolled the pneumatic tire steel wheelbarrow.,0.8896,0.9237,0.0341,1,1
Q_1114,The chopped brush shattered the heavy steel brush machete.,0.8597,0.8906,0.0309,1,1
Q_1115,The split log cracked the hydraulic motorized log splitter.,-0.832,-0.86,0.028,1,1
Q_1116,The chipped branch shredded the powerful gas wood chipper.,0.8492,0.879,0.0298,1,1
Q_1117,The caught fish splashed the lightweight carbon fiber fishing rod.,1.0,1.0,0.0,1,1
Q_1118,The reeled line snapped the aluminum spinning fishing reel.,-0.8154,-0.8416,0.0262,1,1
Q_1119,The netted catch trapped the rubberized landing fish net.,0.8361,0.8645,0.0284,1,1
Q_1120,The baited hook sank the sharp barbed circle fish hook.,0.9041,0.9397,0.0356,1,1
Q_1121,The pitched tent popped the flexible fiberglass tent pole.,0.9084,0.9445,0.0361,1,1
Q_1122,The staked guyline tightened the reflective nylon tent cord.,0.915,0.9518,0.0368,1,1
Q_1123,The lit fire burned the windproof butane camping lighter.,-0.8711,-0.9032,0.0321,1,1
Q_1124,The cooked meal boiled the portable propane camping stove.,0.7286,0.7456,0.017,0,0
Q_1125,The purified water filtered the ceramic pump backpacking water filter.,0.9507,0.9913,0.0406,1,1
Q_1126,The illuminated path beamed the rechargeable LED headlamp.,0.7283,0.7453,0.017,0,0
Q_1127,The chopped kindling shattered the compact camping survival hatchet.,0.8442,0.8735,0.0293,1,1
Q_1128,The navigated trail pointed the liquid filled magnetic orienting compass.,-0.7597,-0.78,0.0203,0,0
Q_1129,The tracked steps counted the digital wearable fitness tracker.,-0.8149,-0.8411,0.0262,1,1
Q_1130,The scoped deer magnified the variable zoom hunting riflescope.,0.8463,0.8758,0.0295,1,1
Q_1131,The shot target pierced the compound mechanical hunting bow.,-0.8457,-0.8751,0.0294,1,1
Q_1132,The trapped pest snapped the wooden spring loaded mousetrap.,0.8538,0.8841,0.0303,1,1
Q_1133,The repelled mosquito smoked the slow burning citronella coil.,0.9491,0.9895,0.0404,1,1
Q_1134,The fed bird scattered the hanging plastic tube bird feeder.,0.8563,0.8869,0.0306,1,1
Q_1135,The watered flower dripped the slow release terracotta watering spike.,-0.8005,-0.8251,0.0246,1,1
Q_1136,The supported tomato wrapped the galvanized steel round tomato cage.,-0.8971,-0.932,0.0349,1,1
Q_1137,The shaded deck blocked the retractable canvas patio awning.,0.9152,0.952,0.0368,1,1
Q_1138,The heated patio warmed the tall propane outdoor mushroom heater.,0.7218,0.7381,0.0163,0,0
Q_1139,The smoked meat charred the heavy offset barrel wood smoker.,0.8678,0.8996,0.0318,1,1
Q_1140,The grilled burger sizzled the cast iron tabletop charcoal grill.,0.8761,0.9088,0.0327,1,1
Q_1141,The flipped steak turned the long handled stainless steel grilling tongs.,0.7962,0.8204,0.0242,1,1
Q_1142,The basted rib dripped the silicone bristle barbecue basting brush.,0.9301,0.9685,0.0384,1,1
Q_1143,The probed roast beeped the digital instant read meat thermometer.,-0.808,-0.8334,0.0254,1,1
Q_1144,The steered car turned the leather wrapped steering wheel.,0.83,0.8578,0.0278,1,1
Q_1145,The braked truck stopped the hydraulic disc brake caliper.,0.8062,0.8314,0.0252,1,1
Q_1146,The accelerated coupe roared the electronic fuel injection throttle body.,0.8212,0.848,0.0268,1,1
Q_1147,The shifted gear changed the dual clutch automatic transmission.,0.7323,0.7497,0.0174,0,0
Q_1148,The wiped glass cleared the silicone beam windshield wiper.,0.7048,0.7193,0.0145,0,0
Q_1149,The washed car shone the foaming automotive wash mitt.,0.9476,0.9879,0.0403,1,1
Q_1150,The waxed paint gleamed the dual action random orbital polisher.,-0.7522,-0.7717,0.0195,0,0
Q_1151,The towed trailer pulled the heavy duty steel trailer hitch.,0.7407,0.759,0.0183,0,0
Q_1152,The secured cargo strapped the heavy woven nylon ratchet strap.,0.6477,0.6561,0.0084,0,0
Q_1153,The navigated route mapped the dashboard mounted satellite GPS.,0.7689,0.7902,0.0213,0,1
Q_1154,The honked horn blared the steering wheel center horn pad.,0.7142,0.7297,0.0155,0,0
Q_1155,The fueled tank filled the unleaded gasoline pump nozzle.,0.9514,0.9921,0.0407,1,1
Q_1156,The charged battery powered the fast direct current electric charger.,0.9008,0.9361,0.0353,1,1
Q_1157,The locked door clicked the remote keyless entry fob.,0.7649,0.7858,0.0209,0,0
Q_1158,The opened window dropped the electric power window switch.,1.0,1.0,0.0,1,1
Q_1159,The adjusted mirror turned the motorized side view mirror switch.,-0.8985,-0.9335,0.035,1,1
Q_1160,The heated seat warmed the integrated wire seat heating element.,-0.794,-0.8179,0.0239,1,1
Q_1161,The cooled cabin chilled the automotive air conditioning compressor.,0.62,0.6255,0.0055,0,0
Q_1162,The exhausted smoke vented the stainless steel performance muffler.,1.0,1.0,0.0,1,1
Q_1163,The illuminated road brightened the high intensity discharge headlight.,0.7088,0.7237,0.0149,0,0
Q_1164,The pedaled bike turned the forged aluminum bicycle crankset.,0.6884,0.7011,0.0127,0,0
Q_1165,The shifted chain moved the rear bicycle derailleur mechanism.,0.9018,0.9372,0.0354,1,1
Q_1166,The braked wheel stopped the hydraulic bicycle disc brake.,1.0,1.0,0.0,1,1
Q_1167,The steered wheel turned the carbon fiber bicycle handlebar.,0.9307,0.9692,0.0385,1,1
Q_1168,The steered yacht turned the wooden ship steering wheel.,0.8651,0.8966,0.0315,1,1
Q_1169,The anchored vessel dropped the heavy galvanized steel plow anchor.,0.8676,0.8994,0.0318,1,1
Q_1170,The moored boat tied the heavy braided nylon dock line.,0.8883,0.9223,0.034,1,1
Q_1171,The drained bilge pumped the submersible automatic bilge pump.,0.8807,0.9139,0.0332,1,1
Q_1172,The navigated sea charted the dashboard marine chartplotter.,0.8425,0.8716,0.0291,1,1
Q_1173,The sounded depth beeped the acoustic marine depth sounder.,-0.8283,-0.8559,0.0276,1,1
Q_1174,The flown plane soared the aluminum aircraft wing flap.,0.815,0.8412,0.0262,1,1
Q_1175,The steered jet turned the pilot control flight yoke.,0.7597,0.78,0.0203,0,0
Q_1176,The braked aircraft stopped the heavy aircraft landing gear.,0.7975,0.8218,0.0243,1,1
Q_1177,The accelerated jet roared the twin spool turbofan engine.,0.6846,0.6969,0.0123,0,0
Q_1178,The moved pallet rolled the manual hydraulic pallet jack.,0.8121,0.838,0.0259,1,1
Q_1179,The dumped soil tipped the hydraulic dump truck bed.,0.7409,0.7592,0.0183,0,0
Q_1180,The dug trench scraped the hydraulic crawler excavator bucket.,0.7317,0.749,0.0173,0,0
Q_1181,The plowed snow pushed the angled steel snow plow blade.,0.8344,0.8626,0.0282,1,1
Q_1182,The supported step walked the adjustable aluminum medical crutch.,0.9314,0.9699,0.0385,1,1
Q_1183,The pushed patient rolled the folding manual transit wheelchair.,0.8935,0.928,0.0345,1,1
Q_1184,The cleared airway sucked the portable medical suction aspirator.,0.6944,0.7078,0.0134,0,0
Q_1185,The washed hands lathered the antibacterial foaming liquid hand soap.,0.7408,0.7591,0.0183,0,0
